,drift_rate,f_start,snr,driftrate_idx,channel_idx,beam_idx,boxcar_size,n_integration
127,-3.692665046288869,8419.852380640805,6110272.5,386.0,549161.0,0.0,1.0,16.0
694,-5.998189077780106,8419.535687193274,6110120.5,627.0,662510.0,0.0,1.0,16.0
155,-2.6403511729941136,8419.837516732514,6110049.5,276.0,554481.0,0.0,1.0,16.0
102,-5.749460344092254,8419.866221956909,6109981.0,601.0,544207.0,0.0,1.0,16.0
495,-6.361715688554658,8419.64530851692,6109945.5,665.0,623275.0,0.0,1.0,16.0
83,-3.711798025803319,8419.874830171466,6109752.5,388.0,541126.0,0.0,1.0,16.0
1108,-1.2149441991675813,8419.302692636847,6109646.5,127.0,745902.0,0.0,1.0,16.0
656,-3.453502802358243,8419.558240100741,6109598.0,361.0,654438.0,0.0,1.0,16.0
573,-4.343186349780172,8419.604460708797,6109455.5,454.0,637895.0,0.0,1.0,16.0
856,-0.42092554931790216,8419.442363083363,6109452.5,44.0,695912.0,0.0,1.0,16.0
869,-3.4248033330865675,8419.436666183174,6109203.5,358.0,697951.0,0.0,1.0,16.0
1295,-4.7354124298263995,8419.19559147209,6109078.5,495.0,784235.0,0.0,1.0,16.0
945,-5.969489608508431,8419.393569231033,6108974.5,624.0,713376.0,0.0,1.0,16.0
365,-4.381452308809073,8419.7211060673,6108962.5,458.0,596146.0,0.0,1.0,16.0
788,-6.333016219282983,8419.480076059699,6108933.0,662.0,682414.0,0.0,1.0,16.0
612,-3.128242150612591,8419.583095237613,6108892.5,327.0,645542.0,0.0,1.0,16.0
423,-6.5626119734563835,8419.68825738877,6108812.5,686.0,607903.0,0.0,1.0,16.0
136,-4.9650081839998,8419.846697710454,6108707.5,519.0,551195.0,0.0,1.0,16.0
123,-5.768593323606705,8419.854185543954,6108654.0,603.0,548515.0,0.0,1.0,16.0
188,-0.08609840781502544,8419.819154776633,6108634.0,9.0,561053.0,0.0,1.0,16.0
1139,-4.084891126335096,8419.284428469837,6108575.5,427.0,752439.0,0.0,1.0,16.0
193,-0.2678617132023014,8419.816609472036,6108470.0,28.0,561964.0,0.0,1.0,16.0
1190,-7.873221070196215,8419.255893677473,6108437.5,823.0,762652.0,0.0,1.0,16.0
950,-2.5733857446935384,8419.38962135464,6108384.0,269.0,714789.0,0.0,1.0,16.0
1258,-2.9751783144969903,8419.2174654454,6108353.0,311.0,776406.0,0.0,1.0,16.0
176,-1.980263379745585,8419.825463555753,6108191.0,207.0,558795.0,0.0,1.0,16.0
1044,-3.3961038638148926,8419.33407727629,6108023.5,355.0,734669.0,0.0,1.0,16.0
1300,-3.2813059867281917,8419.193300418556,6108021.5,343.0,785055.0,0.0,1.0,16.0
494,-2.372489459791812,8419.645797461271,6107809.5,248.0,623100.0,0.0,1.0,16.0
458,-7.251399235976588,8419.66858226806,6107800.0,758.0,614945.0,0.0,1.0,16.0
1267,-7.318364664277163,8419.212757609785,6107766.5,765.0,778091.0,0.0,1.0,16.0
1272,-6.964404543259836,8419.209362939,6107726.5,728.0,779306.0,0.0,1.0,16.0
567,-6.304316750011307,8419.606941752136,6107695.5,659.0,637007.0,0.0,1.0,16.0
1255,-0.6696542830057535,8419.218921102583,6107430.0,70.0,775885.0,0.0,1.0,16.0
595,-4.98414116351425,8419.592049904168,6107212.0,521.0,642337.0,0.0,1.0,16.0
991,-4.524949655167449,8419.365523383021,6107176.5,473.0,723414.0,0.0,1.0,16.0
99,-1.4349734635837574,8419.867775402963,6107164.5,150.0,543651.0,0.0,1.0,16.0
807,-2.171593174890086,8419.469710439444,6107012.5,227.0,686124.0,0.0,1.0,16.0
705,-7.92105351898234,8419.528322294354,6106541.0,828.0,665146.0,0.0,1.0,16.0
1021,-7.433162541363863,8419.34767831117,6106526.5,777.0,729801.0,0.0,1.0,16.0
1143,-1.95156391047391,8419.282673858106,6106462.0,204.0,753067.0,0.0,1.0,16.0
1093,-4.9458752044853505,8419.310367666185,6106343.0,517.0,743155.0,0.0,1.0,16.0
43,-6.304316750011307,8419.897187501192,6106341.0,659.0,533124.0,0.0,1.0,16.0
461,-5.81642577239283,8419.667098671198,6106266.0,608.0,615476.0,0.0,1.0,16.0
741,-5.558130548947753,8419.509801082313,6106253.5,581.0,671775.0,0.0,1.0,16.0
556,-4.773678388855299,8419.613596983254,6105879.5,499.0,634625.0,0.0,1.0,16.0
793,-5.902524180207855,8419.477597810328,6105835.5,617.0,683301.0,0.0,1.0,16.0
779,-7.739290213595065,8419.485837221146,6105701.5,809.0,680352.0,0.0,1.0,16.0
887,-4.065758146820646,8419.426845386624,6105688.0,425.0,701466.0,0.0,1.0,16.0
260,-3.319571945757092,8419.781162403524,6105664.5,347.0,574651.0,0.0,1.0,16.0
761,-6.983537522774286,8419.498655945063,6105532.5,730.0,675764.0,0.0,1.0,16.0
118,-7.260965725733812,8419.857021421194,6105479.0,759.0,547500.0,0.0,1.0,16.0
380,-3.1569416198842664,8419.712179340422,6105259.0,330.0,599341.0,0.0,1.0,16.0
1028,-3.482202271629918,8419.343875721097,6104882.0,364.0,731162.0,0.0,1.0,16.0
505,-2.5733857446935384,8419.64026261121,6104788.5,269.0,625081.0,0.0,1.0,16.0
749,-7.595792867236689,8419.504579156637,6104785.5,794.0,673644.0,0.0,1.0,16.0
901,-4.936308714728125,8419.418435543776,6104775.5,516.0,704476.0,0.0,1.0,16.0
806,-2.2672580724623366,8419.4700345397,6104638.5,237.0,686008.0,0.0,1.0,16.0
995,-4.123157085363996,8419.362718239427,6104520.5,431.0,724418.0,0.0,1.0,16.0
1192,-0.5261569366473777,8419.25516165793,6104416.0,55.0,762914.0,0.0,1.0,16.0
819,-7.949752988254016,8419.463597238064,6104378.0,831.0,688312.0,0.0,1.0,16.0
982,-1.0140479142658552,8419.371136464179,6104261.5,106.0,721405.0,0.0,1.0,16.0
1104,-5.481598630889954,8419.305293820798,6104136.5,573.0,744971.0,0.0,1.0,16.0
167,-7.758423193109515,8419.83021888882,6103817.5,811.0,557093.0,0.0,1.0,16.0
724,-6.399981647583558,8419.517775066197,6103744.5,669.0,668921.0,0.0,1.0,16.0
473,-0.21046277465895108,8419.66081224382,6103733.0,22.0,617726.0,0.0,1.0,16.0
1111,-0.392226080046227,8419.301267713308,6103694.0,41.0,746412.0,0.0,1.0,16.0
187,-3.8074629233755695,8419.819789007306,6103675.0,398.0,560826.0,0.0,1.0,16.0
1086,-2.142893705618411,8419.31383498013,6103655.5,224.0,741914.0,0.0,1.0,16.0
872,-2.927345865710865,8419.435425661504,6103616.0,306.0,698395.0,0.0,1.0,16.0
1137,-7.079202420346537,8419.285481795669,6103603.0,740.0,752062.0,0.0,1.0,16.0
264,-5.433766182103828,8419.779508374631,6103364.0,568.0,575243.0,0.0,1.0,16.0
917,-2.133327215861186,8419.410073198378,6103319.0,223.0,707469.0,0.0,1.0,16.0
39,-3.644832597502744,8419.898975640535,6103153.0,381.0,532484.0,0.0,1.0,16.0
75,-2.4203219085779373,8419.879272580147,6102769.5,253.0,539536.0,0.0,1.0,16.0
599,-3.491768761387143,8419.589853845537,6102671.5,365.0,643123.0,0.0,1.0,16.0
147,-5.051106591814826,8419.840930961072,6102473.0,528.0,553259.0,0.0,1.0,16.0
113,-4.3527528395373976,8419.859737157822,6102325.5,455.0,546528.0,0.0,1.0,16.0
1269,-7.78712266238119,8419.211575761437,6102286.5,814.0,778514.0,0.0,1.0,16.0
350,-1.721968156300509,8419.729189015925,6102082.5,180.0,593253.0,0.0,1.0,16.0
1240,-0.5261569366473777,8419.228406623006,6102070.5,55.0,772490.0,0.0,1.0,16.0
1041,-1.2245106889248063,8419.335301034153,6102014.0,128.0,734231.0,0.0,1.0,16.0
939,-5.634662467005554,8419.396419078112,6101978.0,589.0,712356.0,0.0,1.0,16.0
826,-1.1192793015953308,8419.45933084935,6101873.5,117.0,689839.0,0.0,1.0,16.0
669,-5.051106591814826,8419.550014659762,6101841.5,528.0,657382.0,0.0,1.0,16.0
71,-0.7174867317918787,8419.881214387715,6101770.0,75.0,538841.0,0.0,1.0,16.0
35,-7.681891275051714,8419.901266694069,6101594.0,803.0,531664.0,0.0,1.0,16.0
969,-1.95156391047391,8419.379054568708,6101360.5,204.0,718571.0,0.0,1.0,16.0
138,-4.362319329294622,8419.845649972558,6101226.0,456.0,551570.0,0.0,1.0,16.0
1155,-2.5159868061501878,8419.275582768023,6101158.0,263.0,755605.0,0.0,1.0,16.0
1083,-2.162026685132861,8419.315181672573,6100979.0,226.0,741432.0,0.0,1.0,16.0
1060,-5.041540102057601,8419.326167553663,6100792.5,527.0,737500.0,0.0,1.0,16.0
213,-0.975781955236955,8419.80666294694,6100770.0,102.0,565524.0,0.0,1.0,16.0
236,-2.334223500762912,8419.795269146562,6100632.5,244.0,569602.0,0.0,1.0,16.0
242,-5.261569366473777,8419.791128486395,6100615.5,550.0,571084.0,0.0,1.0,16.0
731,-0.7557526908207789,8419.515028595924,6100503.0,79.0,669904.0,0.0,1.0,16.0
941,-3.4056703535721176,8419.395522214472,6100253.5,356.0,712677.0,0.0,1.0,16.0
628,-3.2143405584276166,8419.574179686606,6100037.0,336.0,648733.0,0.0,1.0,16.0
1183,-0.191329795144501,8419.259453192353,6099883.0,20.0,761378.0,0.0,1.0,16.0
476,-5.405066712832153,8419.658719561994,6099768.0,565.0,618475.0,0.0,1.0,16.0
259,-5.0319736123003755,8419.781472533941,6099723.5,526.0,574540.0,0.0,1.0,16.0
1034,-2.1907261544045364,8419.340330176055,6099567.5,229.0,732431.0,0.0,1.0,16.0
1125,-5.108505530358176,8419.292997568846,6099551.5,534.0,749372.0,0.0,1.0,16.0
921,-2.142893705618411,8419.408072717488,6099450.0,224.0,708185.0,0.0,1.0,16.0
205,-5.787726303121155,8419.811194762588,6099179.0,605.0,563902.0,0.0,1.0,16.0
915,-4.639747532254149,8419.411165639758,6099055.0,485.0,707078.0,0.0,1.0,16.0
231,-3.7883299438611195,8419.798068702221,6098867.0,396.0,568600.0,0.0,1.0,16.0
723,-2.6403511729941136,8419.518289156258,6098815.0,276.0,668737.0,0.0,1.0,16.0
200,-4.104024105849546,8419.813614338636,6098713.0,429.0,563036.0,0.0,1.0,16.0
1152,-1.8367660333872093,8419.276792556047,6098689.5,192.0,755172.0,0.0,1.0,16.0
1078,-1.368008035283182,8419.317168183625,6098512.0,143.0,740721.0,0.0,1.0,16.0
993,-0.8896835474219296,8419.364036992192,6098446.0,93.0,723946.0,0.0,1.0,16.0
923,-6.639143891514184,8419.406846165657,6098337.5,694.0,708624.0,0.0,1.0,16.0
36,-7.194000297433237,8419.90089789033,6098336.5,752.0,531796.0,0.0,1.0,16.0
847,-1.368008035283182,8419.447800144553,6098105.5,143.0,693966.0,0.0,1.0,16.0
734,-7.289665195005488,8419.51372101903,6098053.0,762.0,670372.0,0.0,1.0,16.0
208,-0.2678617132023014,8419.809381477535,6098047.0,28.0,564551.0,0.0,1.0,16.0
1227,-6.084287485595131,8419.234838336706,6097418.0,636.0,770188.0,0.0,1.0,16.0
1123,-5.596396507976654,8419.293788261712,6097369.0,585.0,749089.0,0.0,1.0,16.0
23,-7.988018947282916,8419.910492375493,6097301.0,835.0,528362.0,0.0,1.0,16.0
152,-7.433162541363863,8419.838628731668,6097230.5,777.0,554083.0,0.0,1.0,16.0
770,-0.6983537522774286,8419.49204262346,6097224.0,73.0,678131.0,0.0,1.0,16.0
404,-0.33482714150287674,8419.698469340801,6097186.0,35.0,604248.0,0.0,1.0,16.0
351,-3.243040027699292,8419.728873297572,6097062.0,339.0,593366.0,0.0,1.0,16.0
364,-3.491768761387143,8419.72138825804,6096917.0,365.0,596045.0,0.0,1.0,16.0
636,-1.721968156300509,8419.569868594408,6096583.5,180.0,650276.0,0.0,1.0,16.0
108,-4.611048062982474,8419.86305359751,6096293.0,482.0,545341.0,0.0,1.0,16.0
503,-6.447814096369683,8419.64110918343,6096250.0,674.0,624778.0,0.0,1.0,16.0
110,-0.593122364947953,8419.862031005323,6095970.5,62.0,545707.0,0.0,1.0,16.0
1082,-5.070239571329276,8419.31571252644,6095906.0,530.0,741242.0,0.0,1.0,16.0
975,-5.768593323606705,8419.375433586538,6095776.0,603.0,719867.0,0.0,1.0,16.0
219,-3.950960269733945,8419.803857803345,6095687.5,413.0,566528.0,0.0,1.0,16.0
907,-4.611048062982474,8419.415102340281,6095601.0,482.0,705669.0,0.0,1.0,16.0
98,-7.90192053946789,8419.868247583508,6095591.0,826.0,543482.0,0.0,1.0,16.0
769,-3.8552953721616947,8419.492464512587,6095570.0,403.0,677980.0,0.0,1.0,16.0
1180,-6.275617280739632,8419.260987080634,6095407.0,656.0,760829.0,0.0,1.0,16.0
710,-5.347667774288802,8419.525908306241,6095356.0,559.0,666010.0,0.0,1.0,16.0
1163,-3.109109171098141,8419.271165505052,6095026.0,325.0,757186.0,0.0,1.0,16.0
1197,-4.687579981040274,8419.25200726837,6094953.5,490.0,764043.0,0.0,1.0,16.0
692,-4.190122513664572,8419.53631862998,6094932.5,438.0,662284.0,0.0,1.0,16.0
288,-3.5491676999304933,8419.765647500753,6094720.0,371.0,580204.0,0.0,1.0,16.0
956,-1.2053777094103562,8419.38576567918,6094609.5,126.0,716169.0,0.0,1.0,16.0
80,-6.4573805861269085,8419.876939617097,6094599.0,675.0,540371.0,0.0,1.0,16.0
808,-1.91329795144501,8419.469274580479,6094309.5,200.0,686280.0,0.0,1.0,16.0
1193,-5.931223649479531,8419.254681095481,6094154.5,620.0,763086.0,0.0,1.0,16.0
1191,-3.0899761915836907,8419.255583547056,6093936.5,323.0,762763.0,0.0,1.0,16.0
964,-6.6487103812714095,8419.382217340171,6093876.0,695.0,717439.0,0.0,1.0,16.0
605,-3.2717394969709668,8419.586677104235,6093833.0,342.0,644260.0,0.0,1.0,16.0
687,-7.74885670335229,8419.53950934112,6093681.0,810.0,661142.0,0.0,1.0,16.0
1168,-5.87382471093618,8419.268488883972,6093575.0,614.0,758144.0,0.0,1.0,16.0
916,-0.975781955236955,8419.41050067544,6093490.0,102.0,707316.0,0.0,1.0,16.0
1122,-5.634662467005554,8419.294187799096,6093360.0,589.0,748946.0,0.0,1.0,16.0
878,-2.8986463964391898,8419.432659633458,6093250.0,303.0,699385.0,0.0,1.0,16.0
700,-1.4445399533409824,8419.531714171171,6093167.5,151.0,663932.0,0.0,1.0,16.0
1251,-7.940186498496791,8419.221435673535,6093000.0,830.0,774985.0,0.0,1.0,16.0
378,-2.4681543573640625,8419.713235460222,6092931.0,258.0,598963.0,0.0,1.0,16.0
1065,-4.649314022011374,8419.323831796646,6092889.0,486.0,738336.0,0.0,1.0,16.0
1113,-0.2774282029595264,8419.299722649157,6092675.0,29.0,746965.0,0.0,1.0,16.0
691,-7.576659887722239,8419.536975212395,6092667.5,792.0,662049.0,0.0,1.0,16.0
1015,-0.42092554931790216,8419.350332580507,6092630.0,44.0,728851.0,0.0,1.0,16.0
571,-7.863654580438991,8419.605435803533,6092498.0,822.0,637546.0,0.0,1.0,16.0
272,-3.482202271629918,8419.77490670979,6092470.0,364.0,576890.0,0.0,1.0,16.0
52,-1.358441545525957,8419.892027042806,6092465.5,142.0,534971.0,0.0,1.0,16.0
1170,-6.0747209958379065,8419.266952201724,6092462.5,635.0,758694.0,0.0,1.0,16.0
1071,-6.409548137340783,8419.32102944702,6092221.0,670.0,739339.0,0.0,1.0,16.0
914,-2.869946927167515,8419.411791488528,6092207.5,300.0,706854.0,0.0,1.0,16.0
581,-7.270532215491038,8419.599481858313,6092183.0,760.0,639677.0,0.0,1.0,16.0
73,-1.2053777094103562,8419.88044604659,6092025.0,126.0,539116.0,0.0,1.0,16.0
156,-1.5880372996993581,8419.836591929197,6091983.0,166.0,554812.0,0.0,1.0,16.0
514,-7.8827875599534405,8419.636373408139,6091932.0,824.0,626473.0,0.0,1.0,16.0
174,-5.012840632785926,8419.8262039572,6091929.5,524.0,558530.0,0.0,1.0,16.0
191,-2.133327215861186,8419.817363843322,6091926.5,223.0,561694.0,0.0,1.0,16.0
919,-7.854088090681765,8419.408997520804,6091911.0,821.0,707854.0,0.0,1.0,16.0
777,-6.7539417686008845,8419.487812556326,6091892.5,706.0,679645.0,0.0,1.0,16.0
1035,-1.6263032587282584,8419.340031221509,6091726.5,170.0,732538.0,0.0,1.0,16.0
854,-6.811340707144235,8419.44377683103,6091712.5,712.0,695406.0,0.0,1.0,16.0
946,-1.750667625572184,8419.392624869943,6091659.0,183.0,713714.0,0.0,1.0,16.0
32,-4.71627945031195,8419.904049485922,6091638.0,493.0,530668.0,0.0,1.0,16.0
141,-4.075324636577871,8419.844049029052,6091626.0,426.0,552143.0,0.0,1.0,16.0
1014,-5.85469173142173,8419.35123782605,6091618.5,612.0,728527.0,0.0,1.0,16.0
1209,-2.87951341692474,8419.2451313138,6091300.0,301.0,766504.0,0.0,1.0,16.0
1000,-4.285787411236822,8419.358574785292,6091228.0,448.0,725901.0,0.0,1.0,16.0
1016,-5.2233034074448765,8419.349720701575,6091203.0,546.0,729070.0,0.0,1.0,16.0
521,-4.151856554635671,8419.632545672357,6091096.0,434.0,627843.0,0.0,1.0,16.0
109,-7.002670502288736,8419.86239142716,6091081.0,732.0,545578.0,0.0,1.0,16.0
137,-3.0038777837686657,8419.846166856587,6090943.5,314.0,551385.0,0.0,1.0,16.0
811,-2.6403511729941136,8419.467486441135,6090601.0,276.0,686920.0,0.0,1.0,16.0
1038,-6.342582709040208,8419.337678700686,6090260.5,663.0,733380.0,0.0,1.0,16.0
920,-4.017925698034521,8419.408648274839,6089938.5,420.0,707979.0,0.0,1.0,16.0
974,-6.7348087890864345,8419.375869445503,6089782.0,704.0,719711.0,0.0,1.0,16.0
58,-3.7500639848322193,8419.888185337186,6089527.0,392.0,536346.0,0.0,1.0,16.0
0,-6.017322057294556,8419.921221211553,6089468.0,629.0,524522.0,0.0,1.0,16.0
192,-1.4062739943120823,8419.817076064646,6089425.0,147.0,561797.0,0.0,1.0,16.0
60,-6.505213034913034,8419.887115247548,6089312.0,680.0,536729.0,0.0,1.0,16.0
513,-3.4152368433293425,8419.636803679168,6089250.0,357.0,626319.0,0.0,1.0,16.0
1145,-7.959319478011241,8419.281746260822,6089124.5,832.0,753399.0,0.0,1.0,16.0
1298,-4.888476265942,8419.19415537268,6088894.5,511.0,784749.0,0.0,1.0,16.0
1284,-4.209255493179022,8419.201919808984,6088876.0,440.0,781970.0,0.0,1.0,16.0
1210,-6.5434789939419336,8419.244572520256,6088816.0,684.0,766704.0,0.0,1.0,16.0
594,-3.0230107632831156,8419.592670165002,6088800.5,316.0,642115.0,0.0,1.0,16.0
963,-6.792207727629785,8419.382527470589,6088783.5,710.0,717328.0,0.0,1.0,16.0
906,-3.635266107745519,8419.415448792279,6088740.0,380.0,705545.0,0.0,1.0,16.0
744,-4.008359208277295,8419.506937265396,6088562.0,419.0,672800.0,0.0,1.0,16.0
824,-7.74885670335229,8419.460870325565,6088524.5,810.0,689288.0,0.0,1.0,16.0
875,-0.06696542830057535,8419.434442184865,6088428.0,7.0,698747.0,0.0,1.0,16.0
905,-1.95156391047391,8419.415867887437,6088409.0,204.0,705395.0,0.0,1.0,16.0
13,-6.170385893410157,8419.915731064975,6088257.0,645.0,526487.0,0.0,1.0,16.0
736,-3.109109171098141,8419.512631371617,6088202.0,325.0,670762.0,0.0,1.0,16.0
1020,-1.1384122811097808,8419.347963295877,6088016.5,119.0,729699.0,0.0,1.0,16.0
597,-0.11479787708670058,8419.591072015464,6087871.0,12.0,642687.0,0.0,1.0,16.0
730,-6.907005604716486,8419.51543930918,6087789.5,722.0,669757.0,0.0,1.0,16.0
17,-3.329138435514317,8419.913800433278,6087688.5,348.0,527178.0,0.0,1.0,16.0
67,-6.170385893410157,8419.882929883897,6087578.5,645.0,538227.0,0.0,1.0,16.0
1002,-0.6409548137340783,8419.357476755977,6087556.5,67.0,726294.0,0.0,1.0,16.0
1006,-0.8609840781502545,8419.355800375342,6087489.5,90.0,726894.0,0.0,1.0,16.0
1150,-5.87382471093618,8419.277963228524,6087235.5,614.0,754753.0,0.0,1.0,16.0
64,-2.114194236346736,8419.884935952723,6087187.5,221.0,537509.0,0.0,1.0,16.0
1182,-0.4878909776184775,8419.259942136705,6087151.5,51.0,761203.0,0.0,1.0,16.0
1032,-3.482202271629918,8419.341383501887,6086999.5,364.0,732054.0,0.0,1.0,16.0
1,-1.1001463220808807,8419.920874759555,6086979.5,115.0,524646.0,0.0,1.0,16.0
124,-3.491768761387143,8419.853677041829,6086930.0,365.0,548697.0,0.0,1.0,16.0
506,-1.0236144040230803,8419.639659114182,6086901.0,107.0,625297.0,0.0,1.0,16.0
144,-1.377574525040407,8419.842325150967,6086898.5,144.0,552760.0,0.0,1.0,16.0
1084,-2.324657011005687,8419.314639642835,6086295.5,243.0,741626.0,0.0,1.0,16.0
1297,-1.0044814245086302,8419.194613583386,6086175.5,105.0,784585.0,0.0,1.0,16.0
62,-6.7539417686008845,8419.885919429362,6086166.0,706.0,537157.0,0.0,1.0,16.0
1017,-3.5970001487166186,8419.349287636578,6085974.0,376.0,729225.0,0.0,1.0,16.0
44,-2.8316809681386146,8419.896807521582,6085940.0,296.0,533260.0,0.0,1.0,16.0
125,-0.9470824859652799,8419.853210449219,6085685.0,99.0,548864.0,0.0,1.0,16.0
1008,-7.701024254566165,8419.354688376188,6085343.0,805.0,727292.0,0.0,1.0,16.0
59,-0.40179256980345207,8419.887841679156,6085339.5,42.0,536469.0,0.0,1.0,16.0
18,-4.878909776184775,8419.913476333022,6084783.0,510.0,527294.0,0.0,1.0,16.0
1124,-6.6295774017569595,8419.29343342781,6084542.5,693.0,749216.0,0.0,1.0,16.0
122,-4.381452308809073,8419.85468287021,6084408.0,458.0,548337.0,0.0,1.0,16.0
1144,-1.4158404840693073,8419.282036833465,6084346.0,148.0,753295.0,0.0,1.0,16.0
355,-0.6600877932485284,8419.725836254656,6084296.5,69.0,594453.0,0.0,1.0,16.0
737,-3.137808640369816,8419.512324035168,6084228.0,328.0,670872.0,0.0,1.0,16.0
1189,-5.491165120647178,8419.256368651986,6084142.0,574.0,762482.0,0.0,1.0,16.0
165,-2.0089628490172604,8419.831403531134,6084018.0,210.0,556669.0,0.0,1.0,16.0
984,-4.228388472693472,8419.369862414896,6083853.5,442.0,721861.0,0.0,1.0,16.0
120,-3.3865373740576676,8419.855814427137,6083789.0,354.0,547932.0,0.0,1.0,16.0
866,-7.701024254566165,8419.437875971198,6083757.5,805.0,697518.0,0.0,1.0,16.0
1064,-0.8227181191213543,8419.324454851449,6083677.5,86.0,738113.0,0.0,1.0,16.0
222,-5.567697038704979,8419.802393764257,6083526.0,582.0,567052.0,0.0,1.0,16.0
1103,-3.6161331282310685,8419.305687770247,6083350.0,378.0,744830.0,0.0,1.0,16.0
934,-1.4445399533409824,8419.400020502508,6083173.0,151.0,711067.0,0.0,1.0,16.0
1239,-1.4254069738265323,8419.228926301003,6083101.0,149.0,772304.0,0.0,1.0,16.0
614,-0.583555875190728,8419.5820922032,6083066.0,61.0,645901.0,0.0,1.0,16.0
706,-7.78712266238119,8419.527674093843,6082995.5,814.0,665378.0,0.0,1.0,16.0
965,-0.0765319180578004,8419.381658546627,6082954.5,8.0,717639.0,0.0,1.0,16.0
613,-6.0747209958379065,8419.582469388843,6082912.0,635.0,645766.0,0.0,1.0,16.0
159,-6.046021526566231,8419.835315085948,6082896.0,632.0,555269.0,0.0,1.0,16.0
782,-0.9470824859652799,8419.48320530355,6082790.5,99.0,681294.0,0.0,1.0,16.0
820,-4.190122513664572,8419.462800957263,6082382.0,438.0,688597.0,0.0,1.0,16.0
752,-0.05739893854335029,8419.502939097583,6082290.5,6.0,674231.0,0.0,1.0,16.0
41,-4.611048062982474,8419.898165389895,6082068.0,482.0,532774.0,0.0,1.0,16.0
81,-4.276220921479597,8419.875944964588,6082057.0,447.0,540727.0,0.0,1.0,16.0
8,-0.9375159962080548,8419.917938299477,6082030.0,98.0,525697.0,0.0,1.0,16.0
908,-0.573989385433503,8419.41458825022,6082027.5,60.0,705853.0,0.0,1.0,16.0
924,-6.122553444624032,8419.406002387404,6081984.0,640.0,708926.0,0.0,1.0,16.0
677,-1.1097128118381057,8419.546564109623,6081723.0,116.0,658617.0,0.0,1.0,16.0
759,-7.1174683793754365,8419.499429874122,6081606.5,744.0,675487.0,0.0,1.0,16.0
1213,-7.634058826265589,8419.24303304404,6081483.0,798.0,767255.0,0.0,1.0,16.0
15,-6.323449729525757,8419.914758764207,6081473.0,661.0,526835.0,0.0,1.0,16.0
37,-3.051710232554791,8419.899973087013,6081176.5,319.0,532127.0,0.0,1.0,16.0
334,-2.4107554188207123,8419.73952949047,6081116.0,252.0,589552.0,0.0,1.0,16.0
24,-4.649314022011374,8419.909701682627,6080778.0,486.0,528645.0,0.0,1.0,16.0
33,-7.423596051606638,8419.902660883963,6080657.5,776.0,531165.0,0.0,1.0,16.0
7,-6.141686424138482,8419.918248429894,6080627.0,642.0,525586.0,0.0,1.0,16.0
261,-4.343186349780172,8419.78082433343,6080625.0,454.0,574772.0,0.0,1.0,16.0
12,-4.027492187791745,8419.916183687747,6080426.0,421.0,526325.0,0.0,1.0,16.0
1119,-1.741101135814959,8419.296042993665,6080060.5,182.0,748282.0,0.0,1.0,16.0
754,-1.4062739943120823,8419.50193606317,6079877.0,147.0,674590.0,0.0,1.0,16.0
882,-4.075324636577871,8419.42946612835,6079654.0,426.0,700528.0,0.0,1.0,16.0
53,-2.7838485193524893,8419.891429133713,6079560.5,291.0,535185.0,0.0,1.0,16.0
729,-6.696542830057535,8419.51578296721,6079483.5,700.0,669634.0,0.0,1.0,16.0
874,-0.04783244878612525,8419.434735551476,6078952.0,5.0,698642.0,0.0,1.0,16.0
714,-2.8125479886241647,8419.52452249825,6078544.5,294.0,666506.0,0.0,1.0,16.0
1162,-1.368008035283182,8419.271936640143,6078348.5,143.0,756910.0,0.0,1.0,16.0
548,-2.889079906681965,8419.618042185903,6077903.5,302.0,633034.0,0.0,1.0,16.0
509,-2.87951341692474,8419.638572260737,6077889.0,301.0,625686.0,0.0,1.0,16.0
954,-2.688183621780239,8419.38748396933,6077876.5,281.0,715554.0,0.0,1.0,16.0
263,-6.5434789939419336,8419.779930263758,6077793.0,684.0,575092.0,0.0,1.0,16.0
1296,-0.7557526908207789,8419.195217080414,6077765.0,79.0,784369.0,0.0,1.0,16.0
3,-1.7124016665432837,8419.919924810529,6077590.0,179.0,524986.0,0.0,1.0,16.0
1278,-4.572782103953574,8419.205448590219,6077563.0,478.0,780707.0,0.0,1.0,16.0
327,-3.5778671692021686,8419.743502512574,6077435.5,374.0,588130.0,0.0,1.0,16.0
221,-2.9656118247397654,8419.80275977403,6076979.5,310.0,566921.0,0.0,1.0,16.0
1196,-4.266654431722372,8419.25307456404,6076753.5,446.0,763661.0,0.0,1.0,16.0
748,-3.2334735379420665,8419.504939578474,6076140.5,338.0,673515.0,0.0,1.0,16.0
997,-3.510901740901593,8419.361402280629,6076111.0,367.0,724889.0,0.0,1.0,16.0
862,-0.7270532215491038,8419.439761899412,6075418.5,76.0,696843.0,0.0,1.0,16.0
63,-0.7270532215491038,8419.885570183396,6075169.5,76.0,537282.0,0.0,1.0,16.0
904,-1.980263379745585,8419.416471384466,6074969.0,207.0,705179.0,0.0,1.0,16.0
25,-6.964404543259836,8419.909310527146,6074760.5,728.0,528785.0,0.0,1.0,16.0
1101,-2.2481250929478866,8419.306559488177,6073812.0,235.0,744518.0,0.0,1.0,16.0
16,-6.170385893410157,8419.914353638887,6073548.0,645.0,526980.0,0.0,1.0,16.0
676,-2.2098591339189864,8419.54687424004,6073412.5,231.0,658506.0,0.0,1.0,16.0
90,-1.4158404840693073,8419.87158358097,6073255.5,148.0,542288.0,0.0,1.0,16.0
